region,year,sector,value,country
,2010,Services(value added),"10948000000,00",SLV
,2017,Services(value added),"14880000000,00",SLV
,2010,GDP,"16300000000,00",GNQ
,2017,GDP,"12500000000,00",GNQ
,2010,Agriculture,"163000000,00",GNQ
,2017,Agriculture,"250000000,00",GNQ
,2010,Industry,"12225000000,00",GNQ
,2017,Industry,"7000000000,00",GNQ
,2010,Manufacturing,"3423000000,00",GNQ
,2017,Manufacturing,"3125000000,00",GNQ
,2010,Services(value added),"3895700000,00",GNQ
,2017,Services(value added),"5087500000,00",GNQ
,2010,GDP,"2100000000,00",ERI
,2017,GDP,"0,00",ERI
,2010,Agriculture,"294000000,00",ERI
,2017,Agriculture,"0,00",ERI
,2010,Industry,"462000000,00",ERI
,2017,Industry,"0,00",ERI
,2010,Manufacturing,"105000000,00",ERI
,2017,Manufacturing,"0,00",ERI
,2010,Services(value added),"0,00",ERI
,2017,Services(value added),"0,00",ERI
,2010,GDP,"19500000000,00",EST
,2017,GDP,"25900000000,00",EST
,2010,Agriculture,"585000000,00",EST
,2017,Agriculture,"518000000,00",EST
,2010,Industry,"4680000000,00",EST
,2017,Industry,"6216000000,00",EST
,2010,Manufacturing,"2730000000,00",EST
,2017,Manufacturing,"3367000000,00",EST
,2010,Services(value added),"11739000000,00",EST
,2017,Services(value added),"15643600000,00",EST
,2010,GDP,"29900000000,00",ETH
,2017,GDP,"80600000000,00",ETH
,2010,Agriculture,"12259000000,00",ETH
,2017,Agriculture,"27404000000,00",ETH
,2010,Industry,"2691000000,00",ETH
,2017,Industry,"18538000000,00",ETH
,2010,Manufacturing,"1196000000,00",ETH
,2017,Manufacturing,"4836000000,00",ETH
,2010,Services(value added),"12498200000,00",ETH
,2017,Services(value added),"29741400000,00",ETH
,2010,GDP,"2300000000,00",FRO
,2017,GDP,"2500000000,00",FRO
,2010,Agriculture,"0,00",FRO
,2017,Agriculture,"0,00",FRO
,2010,Industry,"0,00",FRO
,2017,Industry,"0,00",FRO
,2010,Manufacturing,"138000000,00",FRO
,2017,Manufacturing,"0,00",FRO
,2010,Services(value added),"0,00",FRO
,2017,Services(value added),"0,00",FRO
,2010,GDP,"3100000000,00",FJI
,2017,GDP,"5100000000,00",FJI
,2010,Agriculture,"279000000,00",FJI
,2017,Agriculture,"561000000,00",FJI
,2010,Industry,"527000000,00",FJI
,2017,Industry,"714000000,00",FJI
,2010,Manufacturing,"372000000,00",FJI
,2017,Manufacturing,"510000000,00",FJI
,2010,Services(value added),"1782500000,00",FJI
,2017,Services(value added),"2876400000,00",FJI
,2010,GDP,"247800000000,00",FIN
,2017,GDP,"251900000000,00",FIN
,2010,Agriculture,"4956000000,00",FIN
,2017,Agriculture,"5038000000,00",FIN
,2010,Industry,"64428000000,00",FIN
,2017,Industry,"60456000000,00",FIN
,2010,Manufacturing,"42126000000,00",FIN
,2017,Manufacturing,"37785000000,00",FIN
,2010,Services(value added),"145954200000,00",FIN
,2017,Services(value added),"151391900000,00",FIN
,2010,GDP,"2642600000000,00",FRA
,2017,GDP,"2582500000000,00",FRA
,2010,Agriculture,"52852000000,00",FRA
,2017,Agriculture,"51650000000,00",FRA
,2010,Industry,"475668000000,00",FRA
,2017,Industry,"439025000000,00",FRA
,2010,Manufacturing,"264260000000,00",FRA
,2017,Manufacturing,"258250000000,00",FRA
,2010,Services(value added),"1868318200000,00",FRA
,2017,Services(value added),"1812915000000,00",FRA
,2010,GDP,"0,00",PYF
,2017,GDP,"0,00",PYF
,2010,Agriculture,"0,00",PYF
,2017,Agriculture,"0,00",PYF
,2010,Industry,"0,00",PYF
,2017,Industry,"0,00",PYF
,2010,Manufacturing,"0,00",PYF
,2017,Manufacturing,"0,00",PYF
,2010,Services(value added),"0,00",PYF
,2017,Services(value added),"0,00",PYF
,2010,GDP,"14400000000,00",GAB
,2017,GDP,"14600000000,00",GAB
,2010,Agriculture,"576000000,00",GAB
,2017,Agriculture,"876000000,00",GAB
,2010,Industry,"7920000000,00",GAB
,2017,Industry,"6570000000,00",GAB
,2010,Manufacturing,"576000000,00",GAB
,2017,Manufacturing,"1022000000,00",GAB
,2010,Services(value added),"4838400000,00",GAB
,2017,Services(value added),"6278000000,00",GAB
,2010,GDP,"1000000000,00",GMB
,2017,GDP,"1000000000,00",GMB
,2010,Agriculture,"290000000,00",GMB
,2017,Agriculture,"170000000,00",GMB
,2010,Industry,"120000000,00",GMB
,2017,Industry,"120000000,00",GMB
,2010,Manufacturing,"50000000,00",GMB
,2017,Manufacturing,"50000000,00",GMB
,2010,Services(value added),"531000000,00",GMB
,2017,Services(value added),"658000000,00",GMB
,2010,GDP,"11600000000,00",GEO
,2017,GDP,"15200000000,00",GEO
,2010,Agriculture,"812000000,00",GEO
,2017,Agriculture,"1064000000,00",GEO
,2010,Industry,"2204000000,00",GEO
,2017,Industry,"3344000000,00",GEO
,2010,Manufacturing,"1276000000,00",GEO
,2017,Manufacturing,"1672000000,00",GEO
,2010,Services(value added),"6983200000,00",GEO
,2017,Services(value added),"8603200000,00",GEO
,2010,GDP,"3417100000000,00",DEU
,2017,GDP,"3677400000000,00",DEU
,2010,Agriculture,"34171000000,00",DEU
,2017,Agriculture,"36774000000,00",DEU
,2010,Industry,"922617000000,00",DEU
,2017,Industry,"1029672000000,00",DEU
,2010,Manufacturing,"683420000000,00",DEU
,2017,Manufacturing,"772254000000,00",DEU
,2010,Services(value added),"2125436200000,00",DEU
,2017,Services(value added),"2276310600000,00",DEU
,2010,GDP,"32200000000,00",GHA
,2017,GDP,"47300000000,00",GHA
,2010,Agriculture,"9016000000,00",GHA
,2017,Agriculture,"8041000000,00",GHA
,2010,Industry,"5796000000,00",GHA
,2017,Industry,"11352000000,00",GHA
,2010,Manufacturing,"1932000000,00",GHA
,2017,Manufacturing,"1892000000,00",GHA
,2010,Services(value added),"15520400000,00",GHA
,2017,Services(value added),"24690600000,00",GHA
,2010,GDP,"299400000000,00",GRC
,2017,GDP,"200300000000,00",GRC
,2010,Agriculture,"8982000000,00",GRC
,2017,Agriculture,"8012000000,00",GRC
,2010,Industry,"41916000000,00",GRC
,2017,Industry,"30045000000,00",GRC
,2010,Manufacturing,"20958000000,00",GRC
,2017,Manufacturing,"18027000000,00",GRC
,2010,Services(value added),"214370400000,00",GRC
,2017,Services(value added),"138006700000,00",GRC
,2010,GDP,"2500000000,00",GRL
,2017,GDP,"2700000000,00",GRL
,2010,Agriculture,"325000000,00",GRL
,2017,Agriculture,"513000000,00",GRL
,2010,Industry,"375000000,00",GRL
,2017,Industry,"351000000,00",GRL
,2010,Manufacturing,"75000000,00",GRL
,2017,Manufacturing,"54000000,00",GRL
,2010,Services(value added),"1720000000,00",GRL
,2017,Services(value added),"1755000000,00",GRL
,2010,GDP,"800000000,00",GRD
,2017,GDP,"1100000000,00",GRD
,2010,Agriculture,"40000000,00",GRD
,2017,Agriculture,"66000000,00",GRD
,2010,Industry,"120000000,00",GRD
,2017,Industry,"143000000,00",GRD
,2010,Manufacturing,"24000000,00",GRD
,2017,Manufacturing,"33000000,00",GRD
,2010,Services(value added),"547200000,00",GRD
,2017,Services(value added),"728200000,00",GRD
,2010,GDP,"4900000000,00",GUM
,2017,GDP,"5800000000,00",GUM
,2010,Agriculture,"0,00",GUM
,2017,Agriculture,"0,00",GUM
,2010,Industry,"0,00",GUM
,2017,Industry,"0,00",GUM
,2010,Manufacturing,"0,00",GUM
,2017,Manufacturing,"0,00",GUM
,2010,Services(value added),"0,00",GUM
,2017,Services(value added),"0,00",GUM
,2010,GDP,"41300000000,00",GTM
,2017,GDP,"75600000000,00",GTM
,2010,Agriculture,"4543000000,00",GTM
,2017,Agriculture,"7560000000,00",GTM
,2010,Industry,"11151000000,00",GTM
,2017,Industry,"18900000000,00",GTM
,2010,Manufacturing,"7847000000,00",GTM
,2017,Manufacturing,"13608000000,00",GTM
,2010,Services(value added),"24160500000,00",GTM
,2017,Services(value added),"46947600000,00",GTM
,2010,GDP,"7000000000,00",GIN
,2017,GDP,"10500000000,00",GIN
,2010,Agriculture,"1190000000,00",GIN
,2017,Agriculture,"1680000000,00",GIN
,2010,Industry,"2240000000,00",GIN
,2017,Industry,"3465000000,00",GIN
,2010,Manufacturing,"770000000,00",GIN
,2017,Manufacturing,"1155000000,00",GIN
,2010,Services(value added),"3108000000,00",GIN
,2017,Services(value added),"4273500000,00",GIN
,2010,GDP,"900000000,00",GNB
,2017,GDP,"1300000000,00",GNB
,2010,Agriculture,"405000000,00",GNB
,2017,Agriculture,"637000000,00",GNB
,2010,Industry,"117000000,00",GNB
,2017,Industry,"169000000,00",GNB
,2010,Manufacturing,"99000000,00",GNB
,2017,Manufacturing,"143000000,00",GNB
,2010,Services(value added),"354600000,00",GNB
,2017,Services(value added),"419900000,00",GNB
,2010,GDP,"2300000000,00",GUY
,2017,GDP,"3700000000,00",GUY
,2010,Agriculture,"368000000,00",GUY
,2017,Agriculture,"481000000,00",GUY
,2010,Industry,"713000000,00",GUY
,2017,Industry,"1295000000,00",GUY
,2010,Manufacturing,"138000000,00",GUY
,2017,Manufacturing,"222000000,00",GUY
,2010,Services(value added),"991300000,00",GUY
,2017,Services(value added),"1546600000,00",GUY
,2010,GDP,"6600000000,00",HTI
,2017,GDP,"8400000000,00",HTI
,2010,Agriculture,"1716000000,00",HTI
,2017,Agriculture,"1512000000,00",HTI
,2010,Industry,"2904000000,00",HTI
,2017,Industry,"4788000000,00",HTI
,2010,Manufacturing,"330000000,00",HTI
,2017,Manufacturing,"588000000,00",HTI
,2010,Services(value added),"1188000000,00",HTI
,2017,Services(value added),"1890000000,00",HTI
,2010,GDP,"15800000000,00",HND
,2017,GDP,"23000000000,00",HND
,2010,Agriculture,"1896000000,00",HND
,2017,Agriculture,"2990000000,00",HND
,2010,Industry,"4108000000,00",HND
,2017,Industry,"5980000000,00",HND
,2010,Manufacturing,"2686000000,00",HND
,2017,Manufacturing,"3910000000,00",HND
,2010,Services(value added),"8784800000,00",HND
,2017,Services(value added),"11891000000,00",HND
,2010,GDP,"130900000000,00",HUN
,2017,GDP,"139100000000,00",HUN
,2010,Agriculture,"3927000000,00",HUN
,2017,Agriculture,"4173000000,00",HUN
,2010,Industry,"32725000000,00",HUN
,2017,Industry,"36166000000,00",HUN
,2010,Manufacturing,"23562000000,00",HUN
,2017,Manufacturing,"27820000000,00",HUN
,2010,Services(value added),"73827600000,00",HUN
,2017,Services(value added),"76365900000,00",HUN
,2010,GDP,"13300000000,00",ISL
,2017,GDP,"23900000000,00",ISL
,2010,Agriculture,"931000000,00",ISL
,2017,Agriculture,"1195000000,00",ISL
,2010,Industry,"2926000000,00",ISL
,2017,Industry,"4780000000,00",ISL
,2010,Manufacturing,"1729000000,00",ISL
,2017,Manufacturing,"2151000000,00",ISL
,2010,Services(value added),"8019900000,00",ISL
,2017,Services(value added),"15057000000,00",ISL
,2010,GDP,"1656600000000,00",IND
,2017,GDP,"2597500000000,00",IND
,2010,Agriculture,"298188000000,00",IND
,2017,Agriculture,"389625000000,00",IND
,2010,Industry,"496980000000,00",IND
,2017,Industry,"675350000000,00",IND
,2010,Manufacturing,"265056000000,00",IND
,2017,Manufacturing,"389625000000,00",IND
,2010,Services(value added),"748783200000,00",IND
,2017,Services(value added),"1270177500000,00",IND
,2010,GDP,"755100000000,00",IDN
,2017,GDP,"1015500000000,00",IDN
,2010,Agriculture,"105714000000,00",IDN
,2017,Agriculture,"132015000000,00",IDN
,2010,Industry,"324693000000,00",IDN
,2017,Industry,"396045000000,00",IDN
,2010,Manufacturing,"166122000000,00",IDN
,2017,Manufacturing,"203100000000,00",IDN
,2010,Services(value added),"307325700000,00",IDN
,2017,Services(value added),"442758000000,00",IDN
,2010,GDP,"487100000000,00",IRN
,2017,GDP,"439500000000,00",IRN
,2010,Agriculture,"29226000000,00",IRN
,2017,Agriculture,"43950000000,00",IRN
,2010,Industry,"214324000000,00",IRN
,2017,Industry,"92295000000,00",IRN
,2010,Manufacturing,"63323000000,00",IRN
,2017,Manufacturing,"52740000000,00",IRN
,2010,Services(value added),"248908100000,00",IRN
,2017,Services(value added),"287433000000,00",IRN
,2010,GDP,"138500000000,00",IRQ
,2017,GDP,"197700000000,00",IRQ
,2010,Agriculture,"6925000000,00",IRQ
,2017,Agriculture,"9885000000,00",IRQ
,2010,Industry,"77560000000,00",IRQ
,2017,Industry,"83034000000,00",IRQ
,2010,Manufacturing,"2770000000,00",IRQ
,2017,Manufacturing,"3954000000,00",IRQ
,2010,Services(value added),"0,00",IRQ
,2017,Services(value added),"0,00",IRQ
,2010,GDP,"222000000000,00",IRL
,2017,GDP,"333700000000,00",IRL
,2010,Agriculture,"2220000000,00",IRL
,2017,Agriculture,"3337000000,00",IRL
,2010,Industry,"53280000000,00",IRL
,2017,Industry,"120132000000,00",IRL
,2010,Manufacturing,"44400000000,00",IRL
,2017,Manufacturing,"106784000000,00",IRL
,2010,Services(value added),"146520000000,00",IRL
,2017,Services(value added),"184536100000,00",IRL
,2010,GDP,"5900000000,00",IMN
,2017,GDP,"6800000000,00",IMN
,2010,Agriculture,"0,00",IMN
,2017,Agriculture,"0,00",IMN
,2010,Industry,"0,00",IMN
,2017,Industry,"0,00",IMN
,2010,Manufacturing,"0,00",IMN
,2017,Manufacturing,"0,00",IMN
,2010,Services(value added),"0,00",IMN
,2017,Services(value added),"0,00",IMN
,2010,GDP,"233600000000,00",ISR
,2017,GDP,"350900000000,00",ISR
,2010,Agriculture,"4672000000,00",ISR
,2017,Agriculture,"3509000000,00",ISR
,2010,Industry,"46720000000,00",ISR
,2017,Industry,"66671000000,00",ISR
,2010,Manufacturing,"32704000000,00",ISR
,2017,Manufacturing,"42108000000,00",ISR
,2010,Services(value added),"157212800000,00",ISR
,2017,Services(value added),"244928200000,00",ISR
,2010,GDP,"2125100000000,00",ITA
,2017,GDP,"1934800000000,00",ITA
,2010,Agriculture,"42502000000,00",ITA
,2017,Agriculture,"38696000000,00",ITA
,2010,Industry,"467522000000,00",ITA
,2017,Industry,"406308000000,00",ITA
,2010,Manufacturing,"297514000000,00",ITA
,2017,Manufacturing,"290220000000,00",ITA
,2010,Services(value added),"1408941300000,00",ITA
,2017,Services(value added),"1282772400000,00",ITA
,2010,GDP,"13200000000,00",JAM
,2017,GDP,"14800000000,00",JAM
,2010,Agriculture,"660000000,00",JAM
,2017,Agriculture,"888000000,00",JAM
,2010,Industry,"2376000000,00",JAM
,2017,Industry,"2812000000,00",JAM
,2010,Manufacturing,"1056000000,00",JAM
,2017,Manufacturing,"1184000000,00",JAM
,2010,Services(value added),"8778000000,00",JAM
,2017,Services(value added),"8865200000,00",JAM
,2010,GDP,"5700100000000,00",JPN
,2017,GDP,"4872100000000,00",JPN
,2010,Agriculture,"57001000000,00",JPN
,2017,Agriculture,"48721000000,00",JPN
,2010,Industry,"1596028000000,00",JPN
,2017,Industry,"1412909000000,00",JPN
,2010,Manufacturing,"1197021000000,00",JPN
,2017,Manufacturing,"1023141000000,00",JPN
,2010,Services(value added),"4001470200000,00",JPN
,2017,Services(value added),"3352004800000,00",JPN
,2010,GDP,"26400000000,00",JOR
,2017,GDP,"40100000000,00",JOR
,2010,Agriculture,"792000000,00",JOR
,2017,Agriculture,"1604000000,00",JOR
,2010,Industry,"7128000000,00",JOR
,2017,Industry,"10025000000,00",JOR
,2010,Manufacturing,"4488000000,00",JOR
,2017,Manufacturing,"6416000000,00",JOR
,2010,Services(value added),"15206400000,00",JOR
,2017,Services(value added),"23578800000,00",JOR
,2010,GDP,"148000000000,00",KAZ
,2017,GDP,"159400000000,00",KAZ
,2010,Agriculture,"7400000000,00",KAZ
,2017,Agriculture,"6376000000,00",KAZ
,2010,Industry,"60680000000,00",KAZ
,2017,Industry,"51008000000,00",KAZ
,2010,Manufacturing,"16280000000,00",KAZ
,2017,Manufacturing,"17534000000,00",KAZ
,2010,Services(value added),"76516000000,00",KAZ
,2017,Services(value added),"91495600000,00",KAZ
,2010,GDP,"40000000000,00",KEN
,2017,GDP,"74900000000,00",KEN
,2010,Agriculture,"10000000000,00",KEN
,2017,Agriculture,"23968000000,00",KEN
,2010,Industry,"7600000000,00",KEN
,2017,Industry,"12733000000,00",KEN
,2010,Manufacturing,"4400000000,00",KEN
,2017,Manufacturing,"5992000000,00",KEN
,2010,Services(value added),"19240000000,00",KEN
,2017,Services(value added),"34004600000,00",KEN
,2010,GDP,"200000000,00",KIR
,2017,GDP,"200000000,00",KIR
,2010,Agriculture,"48000000,00",KIR
,2017,Agriculture,"0,00",KIR
,2010,Industry,"16000000,00",KIR
,2017,Industry,"0,00",KIR
,2010,Manufacturing,"10000000,00",KIR
,2017,Manufacturing,"0,00",KIR
,2010,Services(value added),"127400000,00",KIR
,2017,Services(value added),"0,00",KIR
,2010,GDP,"0,00",PRK
,2017,GDP,"0,00",PRK
,2010,Agriculture,"0,00",PRK
,2017,Agriculture,"0,00",PRK
,2010,Industry,"0,00",PRK
,2017,Industry,"0,00",PRK
,2010,Manufacturing,"0,00",PRK
,2017,Manufacturing,"0,00",PRK
,2010,Services(value added),"0,00",PRK
,2017,Services(value added),"0,00",PRK
,2010,GDP,"1094500000000,00",KOR
,2017,GDP,"1530800000000,00",KOR
,2010,Agriculture,"21890000000,00",KOR
,2017,Agriculture,"30616000000,00",KOR
,2010,Industry,"383075000000,00",KOR
,2017,Industry,"551088000000,00",KOR
,2010,Manufacturing,"306460000000,00",KOR
,2017,Manufacturing,"428624000000,00",KOR
,2010,Services(value added),"586652000000,00",KOR
,2017,Services(value added),"808262400000,00",KOR
,2010,GDP,"5800000000,00", Kosovo
,2017,GDP,"7100000000,00", Kosovo
,2010,Agriculture,"812000000,00", Kosovo
,2017,Agriculture,"639000000,00", Kosovo
,2010,Industry,"1392000000,00", Kosovo
,2017,Industry,"1846000000,00", Kosovo
,2010,Manufacturing,"638000000,00", Kosovo
,2017,Manufacturing,"852000000,00", Kosovo
,2010,Services(value added),"2691200000,00", Kosovo
,2017,Services(value added),"3237600000,00", Kosovo
,2010,GDP,"115400000000,00",KWT
,2017,GDP,"120100000000,00",KWT
,2010,Agriculture,"0,00",KWT
,2017,Agriculture,"1201000000,00",KWT
,2010,Industry,"76164000000,00",KWT
,2017,Industry,"62452000000,00",KWT
,2010,Manufacturing,"6924000000,00",KWT
,2017,Manufacturing,"8407000000,00",KWT
,2010,Services(value added),"0,00",KWT
,2017,Services(value added),"73741400000,00",KWT
,2010,GDP,"4800000000,00",KGZ
,2017,GDP,"7600000000,00",KGZ
,2010,Agriculture,"816000000,00",KGZ
,2017,Agriculture,"912000000,00",KGZ
,2010,Industry,"1248000000,00",KGZ
,2017,Industry,"1976000000,00",KGZ
,2010,Manufacturing,"816000000,00",KGZ
,2017,Manufacturing,"1140000000,00",KGZ
,2010,Services(value added),"2366400000,00",KGZ
,2017,Services(value added),"3830400000,00",KGZ
,2010,GDP,"7100000000,00",LAO
,2017,GDP,"16900000000,00",LAO
,2010,Agriculture,"1633000000,00",LAO
,2017,Agriculture,"2704000000,00",LAO
,2010,Industry,"2130000000,00",LAO
,2017,Industry,"5239000000,00",LAO
,2010,Manufacturing,"781000000,00",LAO
,2017,Manufacturing,"1183000000,00",LAO
,2010,Services(value added),"3095600000,00",LAO
,2017,Services(value added),"7013500000,00",LAO
,2010,GDP,"23800000000,00",LVA
,2017,GDP,"30300000000,00",LVA
,2010,Agriculture,"952000000,00",LVA
,2017,Agriculture,"909000000,00",LVA
,2010,Industry,"4998000000,00",LVA
,2017,Industry,"6060000000,00",LVA
,2010,Manufacturing,"2856000000,00",LVA
,2017,Manufacturing,"3333000000,00",LVA
,2010,Services(value added),"15279600000,00",LVA
,2017,Services(value added),"19513200000,00",LVA
,2010,GDP,"38400000000,00",LBN
,2017,GDP,"51800000000,00",LBN
,2010,Agriculture,"1536000000,00",LBN
,2017,Agriculture,"2072000000,00",LBN
,2010,Industry,"5376000000,00",LBN
,2017,Industry,"6216000000,00",LBN
,2010,Manufacturing,"3072000000,00",LBN
,2017,Manufacturing,"2590000000,00",LBN
,2010,Services(value added),"27648000000,00",LBN
,2017,Services(value added),"39368000000,00",LBN
,2010,GDP,"1300000000,00",LBR
,2017,GDP,"2200000000,00",LBR
,2010,Agriculture,"585000000,00",LBR
,2017,Agriculture,"748000000,00",LBR
,2010,Industry,"65000000,00",LBR
,2017,Industry,"264000000,00",LBR
,2010,Manufacturing,"52000000,00",LBR
,2017,Manufacturing,"66000000,00",LBR
,2010,Services(value added),"652600000,00",LBR
,2017,Services(value added),"1179200000,00",LBR
,2010,GDP,"74800000000,00",LBY
,2017,GDP,"51000000000,00",LBY
,2010,Agriculture,"1496000000,00",LBY
,2017,Agriculture,"0,00",LBY
,2010,Industry,"58344000000,00",LBY
,2017,Industry,"0,00",LBY
,2010,Manufacturing,"2992000000,00",LBY
,2017,Manufacturing,"0,00",LBY
,2010,Services(value added),"0,00",LBY
,2017,Services(value added),"0,00",LBY
,2010,GDP,"5100000000,00",LIE
,2017,GDP,"6300000000,00",LIE
,2010,Agriculture,"0,00",LIE
,2017,Agriculture,"0,00",LIE
,2010,Industry,"2040000000,00",LIE
,2017,Industry,"2331000000,00",LIE
,2010,Manufacturing,"0,00",LIE
,2017,Manufacturing,"0,00",LIE
,2010,Services(value added),"0,00",LIE
,2017,Services(value added),"0,00",LIE
,2010,GDP,"37100000000,00",LTU
,2017,GDP,"47200000000,00",LTU
,2010,Agriculture,"1113000000,00",LTU
,2017,Agriculture,"1416000000,00",LTU
,2010,Industry,"9646000000,00",LTU
,2017,Industry,"12272000000,00",LTU
,2010,Manufacturing,"6307000000,00",LTU
,2017,Manufacturing,"8496000000,00",LTU
,2010,Services(value added),"22556800000,00",LTU
,2017,Services(value added),"28461600000,00",LTU
,2010,GDP,"53200000000,00",LUX
,2017,GDP,"62400000000,00",LUX
,2010,Agriculture,"0,00",LUX
,2017,Agriculture,"0,00",LUX
,2010,Industry,"5852000000,00",LUX
,2017,Industry,"7488000000,00",LUX
,2010,Manufacturing,"2660000000,00",LUX
,2017,Manufacturing,"3120000000,00",LUX
,2010,Services(value added),"41655600000,00",LUX
,2017,Services(value added),"49233600000,00",LUX
,2010,GDP,"9400000000,00",MKD
,2017,GDP,"11300000000,00",MKD
,2010,Agriculture,"940000000,00",MKD
,2017,Agriculture,"1017000000,00",MKD
,2010,Industry,"1974000000,00",MKD
,2017,Industry,"2599000000,00",MKD
,2010,Manufacturing,"940000000,00",MKD
,2017,Manufacturing,"1356000000,00",MKD
,2010,Services(value added),"5179400000,00",MKD
,2017,Services(value added),"6124600000,00",MKD
,2010,GDP,"255000000000,00",MYS
,2017,GDP,"314500000000,00",MYS
,2010,Agriculture,"25500000000,00",MYS
,2017,Agriculture,"28305000000,00",MYS
,2010,Industry,"102000000000,00",MYS
,2017,Industry,"122655000000,00",MYS
,2010,Manufacturing,"58650000000,00",MYS
,2017,Manufacturing,"69190000000,00",MYS
,2010,Services(value added),"123675000000,00",MYS
,2017,Services(value added),"160395000000,00",MYS
,2010,GDP,"2600000000,00",MDV
,2017,GDP,"4600000000,00",MDV
,2010,Agriculture,"156000000,00",MDV
,2017,Agriculture,"276000000,00",MDV
,2010,Industry,"234000000,00",MDV
,2017,Industry,"460000000,00",MDV
,2010,Manufacturing,"52000000,00",MDV
,2017,Manufacturing,"92000000,00",MDV
,2010,Services(value added),"2020200000,00",MDV
,2017,Services(value added),"3252200000,00",MDV
,2010,GDP,"10700000000,00",MLI
,2017,GDP,"15300000000,00",MLI
,2010,Agriculture,"3531000000,00",MLI
,2017,Agriculture,"5814000000,00",MLI
,2010,Industry,"2461000000,00",MLI
,2017,Industry,"2601000000,00",MLI
,2010,Manufacturing,"0,00",MLI
,2017,Manufacturing,"0,00",MLI
,2010,Services(value added),"3798500000,00",MLI
,2017,Services(value added),"5615100000,00",MLI
,2010,GDP,"8700000000,00",MLT
,2017,GDP,"12500000000,00",MLT
,2010,Agriculture,"87000000,00",MLT
,2017,Agriculture,"125000000,00",MLT
,2010,Industry,"1566000000,00",MLT
,2017,Industry,"1625000000,00",MLT
,2010,Manufacturing,"957000000,00",MLT
,2017,Manufacturing,"1000000000,00",MLT
